ID,Sex,Age,Group,GH,M1X,M1Y,M1Z,M2X,M2Y,M2Z,M3X,M3Y,M3Z,R1X,R1Y,R1Z,L1X,L1Y,L1Z,R2X,R2Y,R2Z,L2X,L2Y,L2Z,R3X,R3Y,R3Z,L3X,L3Y,L3Z,R4X,R4Y,R4Z,L4X,L4Y,L4Z,R5X,R5Y,R5Z,L5X,L5Y,L5Z,R6X,R6Y,R6Z,L6X,L6Y,L6Z,M4X,M4Y,M4Z,R7X,R7Y,R7Z,L7X,L7Y,L7Z,R8X,R8Y,R8Z,L8X,L8Y,L8Z,M5X,M5Y,M5Z,M6X,M6Y,M6Z,R9X,R9Y,R9Z,L9X,L9Y,L9Z,R11X,R11Y,R11Z,L11X,L11Y,L11Z,R12X,R12Y,R12Z,L12X,L12Y,L12Z,R13X,R13Y,R13Z,L13X,L13Y,L13Z,M7X,M7Y,M7Z,M8X,M8Y,M8Z,R14X,R14Y,R14Z,L14X,L14Y,L14Z
D108,F,21,D,Late rGH,0.014628223,-1.055854957,-0.253728122,0.011398663,-0.927107296,-0.292613901,0.024553355,-0.805874215,-0.472305482,0.596978445,-0.565597721,-0.491743536,-0.596130067,-0.57545474,-0.533944739,0.972730873,-0.432183179,-1.027001852,-0.881651424,-0.45957278,-0.939396499,1.317211192,-0.702683137,-0.68787926,-1.305190817,-0.729376271,-0.661104352,1.052821974,-0.415957915,0.077800354,-1.033389703,-0.44701815,0.06163289,0.790469418,-0.289588129,1.246954999,-0.737278931,-0.363260639,1.221162561,1.170801001,-0.469713421,0.922133666,-1.148187224,-0.525077669,0.893061329,-0.000792449,-0.460376695,1.136060383,0.260327414,0.413202638,-0.160416111,-0.268267729,0.383879495,-0.184490972,0.31354402,0.480349492,0.147500108,-0.305873781,0.450953337,0.234922711,0.005925495,0.291912072,-0.740765341,-0.008722766,1.060579851,-0.622297988,0.668197302,0.644624494,-0.725244048,-0.734574926,0.585506808,-0.725648731,1.095935375,0.179661744,-0.653966155,-1.086231976,0.126630076,-0.667929635,1.083655945,0.144423105,0.288408205,-1.115714729,0.125190832,0.360866039,1.012388551,0.39081887,0.200790639,-1.054280489,0.333760121,0.204188,-0.024426206,0.521175135,0.745046697,-0.020991328,1.35278499,0.540933686,0.729554431,0.856461244,0.780880817,-0.79941713,0.882782611,0.778133642
D108,F,28,D,Late rGH,0.008174085,-1.130748256,-0.383086207,-0.003033143,-0.99308028,-0.361825759,-0.014131364,-0.853712789,-0.560562299,0.58958889,-0.567466968,-0.534849107,-0.559963983,-0.60361219,-0.589075171,0.956197833,-0.440550761,-1.166527238,-0.874075742,-0.45844054,-1.150495296,1.375569546,-0.74914699,-0.784266782,-1.328773052,-0.794578953,-0.784330477,1.078728888,-0.391636499,0.063982479,-1.028305859,-0.470330078,0.050661254,0.74021285,-0.289440017,1.333264102,-0.750729369,-0.249613519,1.347615031,1.22396767,-0.449480189,0.985490045,-1.17736356,-0.563605598,1.034701886,-0.010295191,-0.437376515,1.236456858,0.258096206,0.400066177,-0.150347202,-0.276207646,0.403885714,-0.160006248,0.339219516,0.458031075,0.283769319,-0.331955668,0.454952655,0.223086659,0.005539651,0.250254857,-0.817449119,-0.024882788,1.116485973,-0.679372867,0.755103639,0.545031752,-0.810758579,-0.813323479,0.500104452,-0.826291014,1.065054276,0.16197946,-0.721896115,-1.077695225,0.117055538,-0.764011092,1.128325747,0.176394369,0.390461219,-1.147945425,0.150820172,0.490904563,1.008912362,0.421335966,0.256519171,-1.040831623,0.369532963,0.260209066,-0.019734163,0.507538655,0.892263148,-0.003359466,1.456251936,0.609867076,0.812886767,0.980850887,0.891056852,-0.86297118,0.972247541,0.894841845
D108,F,35,D,Late rGH,-0.009146015,-1.188291533,-0.485665551,-0.002605883,-1.018474164,-0.444450529,-0.017730427,-0.855927798,-0.64715501,0.56350193,-0.525036614,-0.584068046,-0.551889119,-0.606410122,-0.639441861,0.940623158,-0.468108738,-1.277060132,-0.865737268,-0.485189188,-1.225262243,1.446172627,-0.803749039,-0.821321078,-1.39028333,-0.882590319,-0.835634808,1.073557056,-0.444545509,0.082464718,-1.077147625,-0.490631601,0.06286027,0.801798758,-0.189028721,1.476132499,-0.704042588,-0.232313577,1.474881287,1.244971879,-0.518985033,1.109040179,-1.26687412,-0.532323771,1.107252888,0.025919689,-0.40001486,1.318303223,0.286761908,0.360886091,-0.24854345,-0.283002394,0.394051956,-0.212527106,0.294957426,0.47009603,0.287977853,-0.328967694,0.477553649,0.262132897,0.026814166,0.220871322,-0.901031848,-0.026723945,1.133938936,-0.739380824,0.832003124,0.554576126,-0.851511642,-0.895515654,0.529842748,-0.848331309,1.116539489,0.207889563,-0.753841496,-1.084052808,0.122974785,-0.814768205,1.124294634,0.180848466,0.48652239,-1.161458354,0.147878794,0.563966895,0.978367006,0.452618919,0.265181486,-0.995722244,0.371706217,0.289540936,-0.026172521,0.556478466,0.930036209,-0.023135941,1.530661064,0.679242945,0.892276713,0.971643522,0.973269955,-0.938351631,0.957103935,0.961188507
D108,F,45,D,Late rGH,0.016239117,-1.393366984,-0.596436291,-0.014184617,-1.092885275,-0.547419676,-0.010156662,-0.899057693,-0.738601711,0.580483846,-0.588393876,-0.631029169,-0.576274049,-0.614586088,-0.693291495,0.90477042,-0.475658754,-1.33435235,-0.860660222,-0.510406245,-1.330581662,1.521554353,-0.89327922,-0.880155277,-1.475233489,-0.998152253,-0.956553622,1.089742446,-0.477877355,0.115142534,-1.104046813,-0.467637135,0.105888914,0.770882221,-0.143988595,1.550060957,-0.742059113,-0.185385085,1.566576543,1.360124148,-0.506256265,1.173469623,-1.298041259,-0.582319823,1.206404139,-0.000884896,-0.383778626,1.372885075,0.268286448,0.383435925,-0.182974497,-0.320321581,0.398041878,-0.202844901,0.276980999,0.455972851,0.126509985,-0.382686394,0.490066299,0.285232804,0.036742276,0.254310645,-0.985276176,-0.006404411,1.174266271,-0.894648034,0.864600065,0.566122572,-0.949037277,-0.900909455,0.546677112,-0.984729325,1.11827018,0.210608535,-0.858664178,-1.087332188,0.137392566,-0.867321288,1.191207978,0.187509309,0.601307616,-1.197659695,0.141110482,0.684349277,1.038459161,0.502512866,0.327570103,-0.967327088,0.363261141,0.350457262,-0.048183114,0.626978377,1.079681601,-0.01866395,1.64211275,0.828665475,0.914998699,1.063260208,1.149974652,-0.942313361,1.069389484,1.109740369
D108,F,60,D,Late rGH,-0.079808185,-1.566824235,-0.692924537,-0.030877277,-1.219029087,-0.591263281,-0.061126786,-0.949691492,-0.765318923,0.538832945,-0.628552756,-0.581648435,-0.583170358,-0.605813603,-0.681689093,0.921296424,-0.557959805,-1.446488929,-0.968968133,-0.466113664,-1.505693796,1.569383002,-1.087554441,-0.908502619,-1.549192245,-1.089415089,-1.00903871,1.121606313,-0.513069465,0.170333632,-1.130468369,-0.448649965,0.242022098,0.697133174,-0.18559644,1.656160846,-0.684389029,-0.125304574,1.66085035,1.422299007,-0.624472914,1.431568337,-1.362167812,-0.606532958,1.531971612,-0.035946859,-0.389735438,1.527285382,0.286877392,0.380887977,-0.054775391,-0.40848487,0.417536629,-0.006856968,0.297173599,0.432580188,0.258038992,-0.401951605,0.529263335,0.446433178,0.013899851,0.291348194,-1.066929094,0.050655397,1.244681528,-0.795630682,0.938207902,0.494946647,-0.909398553,-0.911305115,0.621750299,-1.010221793,1.176472869,0.204634155,-0.860333439,-1.114804372,0.180014729,-0.883118492,1.238129356,0.156243161,0.877837582,-1.227587304,0.209413733,1.039733546,1.107550437,0.398699322,0.547138258,-0.983586184,0.387150031,0.560875015,-0.003348682,0.660884235,1.311732508,0.119450145,1.755684624,1.044261686,1.001065627,1.139073464,1.380454072,-0.950106111,1.248622665,1.400146837
D109,F,21,D,Late rGH,-0.007508448,-1.028248294,-0.169880652,-0.00277369,-0.964184614,-0.226603076,0.013606803,-0.836775343,-0.393648712,0.586463405,-0.540003362,-0.386889805,-0.59493302,-0.540942019,-0.411926688,0.928457376,-0.345130425,-0.983407752,-0.92271098,-0.437234205,-0.942884643,1.285887106,-0.610043532,-0.736376985,-1.302557591,-0.701342662,-0.657027394,1.077341143,-0.36368362,0.038906571,-1.024985806,-0.46796652,0.07335797,0.755064857,-0.264420708,1.13159939,-0.778683526,-0.310581312,1.151592515,1.144658275,-0.440909359,0.819033763,-1.156022619,-0.501640387,0.828175348,-0.025727269,-0.517268362,1.043123579,0.278315483,0.365878238,-0.212013218,-0.280563643,0.320831122,-0.324252485,0.285911187,0.45382179,0.192878296,-0.296025038,0.44408973,0.264801851,0.031735009,0.271743034,-0.74411253,0.00150278,0.962898182,-0.681820905,0.677962624,0.578983403,-0.694723566,-0.684331781,0.513088894,-0.700902723,1.065377659,0.213985053,-0.607180471,-1.03089935,0.167826422,-0.622727495,1.114113168,0.163204354,0.302526925,-1.139493119,0.13294737,0.326194195,1.009384273,0.479163149,0.217197697,-1.010526922,0.355433262,0.1758477,0.018719283,0.475943095,0.774984051,-0.011396636,1.301325054,0.65410317,0.731737048,0.830641979,0.772578369,-0.73709804,0.838570593,0.729477706
D109,F,28,D,Late rGH,0.001765911,-1.056732954,-0.340390211,-0.006793492,-0.960976033,-0.35831214,-0.027537596,-0.876281386,-0.491526639,0.547769064,-0.522723798,-0.437517094,-0.583716591,-0.566247388,-0.446470644,0.911947781,-0.354578042,-1.14246552,-0.846376604,-0.463935718,-1.030645859,1.310003494,-0.680660278,-0.850240881,-1.324925755,-0.78105466,-0.823378544,1.045790307,-0.400209676,0.090742097,-1.038127116,-0.473651438,0.103025605,0.698814402,-0.22132457,1.248862747,-0.740173385,-0.266127301,1.245066421,1.17170987,-0.366937241,0.894025977,-1.187875457,-0.459845756,1.009054149,-0.053391683,-0.47192927,1.130032513,0.28977397,0.337771109,-0.204677444,-0.253880701,0.305154156,-0.295251683,0.384208949,0.453846545,0.32146624,-0.253305868,0.456990243,0.238616664,0.033668062,0.197608177,-0.83844935,0.000654887,1.02629522,-0.709621957,0.749708609,0.523240299,-0.796136039,-0.749583301,0.423635014,-0.797792977,1.026900724,0.248013857,-0.662017925,-1.038142902,0.141895362,-0.670299364,1.105901562,0.215734637,0.418322046,-1.140770012,0.150099239,0.450209466,1.033692289,0.40328774,0.261063772,-0.986780215,0.371062712,0.222762822,-0.024759141,0.47632515,0.813449093,-0.007684543,1.424600621,0.741926666,0.758045435,0.890698578,0.864769404,-0.806530955,0.876956852,0.841798593
D109,F,35,D,Late rGH,0.032642622,-1.122178553,-0.426955649,0.038297594,-0.990079707,-0.414860648,-0.008728272,-0.867613886,-0.575764557,0.540759643,-0.535576421,-0.458719444,-0.547774185,-0.575340801,-0.496404621,0.817496885,-0.396174109,-1.118581386,-0.90103528,-0.457867859,-1.171307236,1.349514852,-0.731275308,-0.849024405,-1.357403412,-0.836931293,-0.816949855,1.103241625,-0.343662238,0.087884788,-1.095352713,-0.439137011,0.103384187,0.675535056,-0.147959034,1.281116426,-0.715907039,-0.234182716,1.353050634,1.180039376,-0.408975424,1.023167726,-1.221064216,-0.522078336,0.953491841,-0.025994545,-0.470690853,1.199941368,0.281197736,0.333962742,-0.239610867,-0.220637891,0.328273982,-0.273903069,0.295131932,0.441358181,0.182110738,-0.259592179,0.454046379,0.294026473,0.017571674,0.1567794,-0.852881598,-0.020482633,1.085955195,-0.739922334,0.847375102,0.515090795,-0.840473016,-0.832846444,0.462019238,-0.804364775,1.054178581,0.208348903,-0.705735684,-1.052599208,0.156872515,-0.720188232,1.131865771,0.190287901,0.508214582,-1.147887895,0.151405711,0.524672415,1.050779799,0.446060763,0.262489049,-0.964591275,0.366317331,0.281905521,-0.002855342,0.475258678,0.897857698,-0.015891452,1.492525037,0.744410425,0.846948891,0.913115969,0.912938415,-0.871933159,0.902044828,0.89498509
D109,F,45,D,Late rGH,0.003928284,-1.287339143,-0.511478823,0.002156107,-1.095364634,-0.555027878,0.002122718,-0.944331656,-0.658637991,0.565656094,-0.53420824,-0.507262308,-0.53188748,-0.581500517,-0.513997135,0.87313689,-0.421320217,-1.303526428,-0.850099751,-0.49106211,-1.189167872,1.375338866,-0.887383417,-1.007700006,-1.457418858,-0.890803975,-0.927759631,1.104194229,-0.376430507,0.06828889,-1.092307848,-0.399771255,0.135650078,0.694086824,-0.128655412,1.414905802,-0.744909374,-0.16979039,1.426578489,1.237769894,-0.430519013,1.235866017,-1.252173783,-0.523245162,1.131972364,-0.000482845,-0.466484474,1.262656061,0.315582078,0.36437941,-0.243569452,-0.247053323,0.333790876,-0.260808977,0.289382249,0.410180971,0.195993178,-0.278427555,0.424372294,0.263118382,0.01653258,0.174030631,-0.995338183,-0.023362964,1.15170951,-0.85912078,0.838062508,0.505562995,-0.933304898,-0.812663601,0.440071068,-0.89806661,1.084485339,0.294075847,-0.776157503,-1.048303057,0.192296714,-0.783654537,1.160458457,0.229193162,0.602271044,-1.154581928,0.1871877,0.548760914,1.022303418,0.465848519,0.341832815,-0.99691826,0.345426227,0.324935909,0.002653295,0.531321689,1.042808658,-0.063844903,1.589720036,0.873814002,0.859709773,1.069815728,1.039002503,-0.893124073,0.919226745,1.016123906
D109,F,60,D,Late rGH,-0.035355933,-1.459597282,-0.654721296,-0.04552301,-1.180389046,-0.6999866,-0.042548146,-0.997935039,-0.780970657,0.528843265,-0.573405128,-0.54643542,-0.580571205,-0.56561389,-0.594011464,0.831619634,-0.47310364,-1.41874592,-0.977496661,-0.409109382,-1.393003519,1.482092083,-1.007588869,-1.165319835,-1.531747002,-0.955374283,-1.117698497,1.083379264,-0.461918531,0.080498375,-1.096512813,-0.401641685,0.154502091,0.700075974,-0.160476258,1.525900074,-0.812652259,-0.126495614,1.638876829,1.284525924,-0.548070812,1.276228711,-1.344696255,-0.511648009,1.349716911,-0.029115692,-0.484044754,1.334084665,0.311249247,0.375704489,-0.275461109,-0.215287371,0.37998534,-0.265088948,0.295748413,0.46217277,0.2710907,-0.233936607,0.495131486,0.32805557,0.014084619,0.208293073,-1.079480987,0.044549516,1.21501633,-0.858272254,0.855409958,0.496783866,-1.016918428,-0.811700839,0.492149676,-1.035853856,1.135349216,0.225324572,-0.870906949,-1.044743899,0.221963093,-0.900431642,1.235425649,0.182598173,0.687200999,-1.229620925,0.228815524,0.731919587,1.079181524,0.475087139,0.390391786,-0.982504246,0.44527143,0.404075042,0.037282901,0.593294354,1.167718691,0.052638747,1.695726306,0.9788005,0.938571097,1.094395049,1.197907475,-0.896014167,1.028699551,1.156339375
D116,M,21,D,Late rGH,-0.124989272,-0.945603878,-0.133871763,0.022359949,-0.866827493,-0.101224349,0.03305905,-0.751687742,-0.170051545,0.599747988,-0.474116225,-0.30721043,-0.58282691,-0.530349032,-0.342255881,0.850766028,-0.32129665,-0.879298658,-0.858698857,-0.340543783,-0.900862693,1.293224216,-0.46801686,-0.581139329,-1.314290282,-0.64569139,-0.630253933,1.046665593,-0.265570627,0.034131338,-1.049649138,-0.375613623,0.021647796,0.771527165,-0.226157131,1.018158849,-0.71249095,-0.346236913,1.086324016,1.143084285,-0.383285402,0.80093313,-1.117618557,-0.454169964,0.63608938,0.028595121,-0.600880822,0.973767253,0.261412012,0.272510507,-0.213648786,-0.203198951,0.27590919,-0.267440209,0.294224863,0.345886762,0.280138357,-0.236814103,0.368675711,0.279716531,0.019544802,0.153569193,-0.72400327,-0.009664833,0.927517917,-0.680706842,0.646642332,0.494618383,-0.742069653,-0.711062444,0.488160221,-0.708938916,1.012416467,0.227715637,-0.626582078,-1.005336121,0.210650783,-0.625485159,1.022894202,0.261172579,0.205694716,-1.082944937,0.165468593,0.265327027,0.92315863,0.446173326,0.153447224,-0.985866932,0.377447558,0.132504092,0.035560191,0.314336671,0.679119873,-0.006024405,1.176639155,0.605694814,0.710636412,0.693291994,0.717523163,-0.714042615,0.796303357,0.744825936
D116,M,28,D,Late rGH,-0.009002815,-1.11553551,-0.243543802,0.033452699,-0.9766247,-0.247185394,0.037699678,-0.87346706,-0.320340253,0.605207987,-0.529731706,-0.471018223,-0.601073436,-0.58146614,-0.477975013,0.887131063,-0.367238978,-1.108277198,-0.871443213,-0.43975651,-1.063509661,1.428166912,-0.616859039,-0.776185175,-1.353853598,-0.79663859,-0.767853292,1.099287589,-0.332493638,0.109421723,-1.122930811,-0.357658372,0.020020433,0.719462897,-0.187790214,1.192337276,-0.676947846,-0.295803775,1.288101545,1.209878843,-0.410439222,0.889439272,-1.16510637,-0.530832226,0.86808194,-0.010256305,-0.515148352,1.230681185,0.297732045,0.305090789,-0.225305529,-0.212051934,0.343483308,-0.225957962,0.302459605,0.382621658,0.197526201,-0.309174449,0.42919335,0.249022815,0.00490999,0.147384822,-0.970502735,0.005258601,1.03800878,-0.789301206,0.719927482,0.430524067,-0.864846055,-0.765549529,0.569399485,-0.859287705,1.003793156,0.245326336,-0.765236949,-1.032348353,0.194464808,-0.756611437,1.003772291,0.206143512,0.400627574,-1.118642898,0.239992382,0.461135301,0.916247942,0.453088824,0.236975166,-1.005927247,0.409439791,0.191327743,-0.017156332,0.413408192,0.883986765,-0.016916706,1.362808829,0.847577266,0.764308593,0.85135504,0.934875732,-0.750315532,0.90575006,0.931799651
D116,M,35,D,Late rGH,0.051623122,-1.429121503,-0.437656581,0.051263601,-1.236546638,-0.46253035,0.056291008,-1.068113316,-0.616053902,0.557459549,-0.549501392,-0.676118931,-0.588731812,-0.575643262,-0.736901491,0.835902041,-0.421204299,-1.321926386,-0.931539116,-0.425766208,-1.337495908,1.568649577,-0.855416498,-0.979918557,-1.514055379,-0.979986014,-1.042330514,1.157510957,-0.327878949,0.112319099,-1.174178686,-0.407942774,0.06316905,0.751859597,-0.097422219,1.482182335,-0.680769064,-0.190106861,1.531904118,1.29614456,-0.449831993,1.181497113,-1.308715107,-0.544933925,1.106406166,-0.013406775,-0.479580997,1.400589575,0.29963807,0.243823059,-0.285136413,-0.230914948,0.238811139,-0.301778217,0.322647026,0.379813194,0.40534627,-0.299504335,0.413762226,0.292131423,0.034143618,0.093942964,-1.111171188,0.027316923,1.147636453,-0.959978728,0.821506727,0.480075258,-1.066742238,-0.917492425,0.490961217,-1.038285251,1.058267004,0.295219764,-0.948005173,-1.112368884,0.2169479,-0.940932841,1.126127338,0.404390332,0.625665001,-1.220930788,0.342505396,0.750978078,1.027858093,0.557895257,0.432569401,-1.033363105,0.504672253,0.379649194,-0.013169429,0.507137091,1.130495028,-0.020482252,1.576533086,1.044628446,0.909332957,1.052841672,1.178472114,-0.893919666,1.092028587,1.144960261
D116,M,45,D,Late rGH,0.06596831,-1.772274625,-0.579114653,0.034336921,-1.237730803,-0.68216436,0.025759636,-0.943993784,-0.71794161,0.503742358,-0.608420876,-0.75516145,-0.51553793,-0.644602106,-0.814545921,0.890890679,-0.426733131,-1.542857293,-0.989101785,-0.561746125,-1.520822292,1.671116899,-1.046014478,-1.246574821,-1.631969749,-1.179145952,-1.233905301,1.227560364,-0.346011629,0.119358102,-1.248763103,-0.423248835,0.003716471,0.728508577,-0.128191631,1.702263308,-0.633678624,-0.196920601,1.722936648,1.384624309,-0.5017316,1.544099123,-1.359016623,-0.558764215,1.304056656,-0.020371999,-0.404965428,1.545988489,0.289757379,0.341261541,-0.257043114,-0.262068065,0.323783308,-0.337950261,0.316080969,0.471653314,0.404151389,-0.288425145,0.485629365,0.332992878,-0.01392323,0.061398333,-1.214581651,-0.013116417,1.269075956,-0.974846197,0.894296769,0.457241167,-1.203503257,-0.925952722,0.403340846,-1.190422088,1.103727831,0.280050356,-1.090025411,-1.143577329,0.235724193,-1.066477945,1.204063815,0.415231306,0.770050409,-1.261193543,0.358289425,0.911072317,1.086479182,0.626392812,0.544750089,-1.099508492,0.574319231,0.473997516,-0.01127173,0.558490674,1.281979688,-0.004998525,1.744970498,1.093805946,0.973340967,1.150228941,1.359130377,-0.977779956,1.223414552,1.313588221
D116,M,60,D,Late rGH,-0.030669628,-1.957368357,-0.708818252,-0.005125465,-1.366576049,-0.767703995,-0.037106264,-0.917989695,-0.798427825,0.510455418,-0.615141421,-0.783016525,-0.558436349,-0.610404654,-0.86276015,0.961806963,-0.50286147,-1.771453804,-1.02123874,-0.431319981,-1.675230531,1.659293553,-1.187533771,-1.315161636,-1.715292854,-1.188718775,-1.412339341,1.222841898,-0.407972323,0.111221429,-1.297004374,-0.363951666,0.075533558,0.766029301,-0.063550667,1.804864436,-0.620373498,-0.137086903,1.804170242,1.411457242,-0.626170753,1.574001143,-1.459109664,-0.55313444,1.37690155,0.008861857,-0.429894774,1.634777723,0.3021996,0.323868613,-0.258912516,-0.208327953,0.342613436,-0.318366709,0.320221745,0.472400494,0.442763847,-0.279503738,0.529184085,0.415380506,-0.007712388,0.091078785,-1.267494871,0.058836899,1.323713355,-1.057966623,0.894278632,0.471739606,-1.278060315,-0.951944612,0.484904836,-1.242085564,1.126391177,0.285704766,-1.17581818,-1.190896158,0.301403329,-1.119871536,1.22248979,0.400385636,0.852196698,-1.308185842,0.398387234,1.027729241,1.085255703,0.588987852,0.628382278,-1.104682843,0.651817663,0.583433888,0.01228488,0.55816914,1.356120719,0.090471674,1.818473316,1.294989983,1.066581491,1.045563892,1.440451658,-0.924147453,1.27127966,1.390569475
D117,F,21,D,Late rGH,0.028506292,-0.950932337,-0.117179494,0.014082276,-0.89041027,-0.155815711,1.38E-05,-0.798318822,-0.204165027,0.678737102,-0.527288488,-0.36216518,-0.608948338,-0.533509184,-0.356397304,0.999061048,-0.360101091,-0.925617488,-0.946837591,-0.413143197,-0.915546059,1.332749901,-0.492599408,-0.686488498,-1.325537919,-0.564583108,-0.786198596,1.059891698,-0.351324807,0.035731295,-1.039758042,-0.432275533,0.05859602,0.718399225,-0.247342429,1.055255066,-0.732896243,-0.328759831,1.073003523,1.131547461,-0.449225755,0.738611934,-1.125142869,-0.457885839,0.800367297,-0.014838118,-0.568875314,1.041942977,0.262306397,0.350571349,-0.252673357,-0.277306123,0.339176999,-0.263406322,0.270649623,0.459541447,0.253467219,-0.24060685,0.427563808,0.241463126,0.005954875,0.240701615,-0.685728338,-0.01666882,0.932682167,-0.633983644,0.663155702,0.519228733,-0.681178555,-0.654656664,0.501364797,-0.652146284,1.026296261,0.188364426,-0.597761554,-1.106227333,0.12991035,-0.569116908,1.07257224,0.125314214,0.240085193,-1.079500079,0.097730054,0.309872527,0.987125146,0.398307982,0.155611128,-1.030046238,0.356959192,0.183784598,0.012166197,0.4388425,0.696675511,-0.03288383,1.261501278,0.603280963,0.648035608,0.784110929,0.676107728,-0.679395744,0.814703573,0.681712213
D117,F,28,D,Late rGH,0.021055581,-1.146535303,-0.301545178,0.009997682,-0.984087128,-0.324598601,0.009732518,-0.892619146,-0.366037571,0.691228077,-0.531442118,-0.461561123,-0.65948226,-0.573306763,-0.438365885,-0.868046877,-0.493720161,-1.114700239,0.95289442,-0.45471591,-1.168112814,1.481898404,-0.634764457,-0.864174471,-1.428702805,-0.731300683,-0.858242553,1.116597685,-0.393259924,0.088293441,-1.144502078,-0.431194851,0.058570167,0.733766602,-0.289557364,1.324207273,-0.77813763,-0.31370189,1.327759604,1.247531379,-0.495911872,0.965233315,-1.254591633,-0.53816822,0.989442309,0.040334506,-0.519716878,1.198916861,0.275801595,0.348063694,-0.267971441,-0.289464644,0.396744654,-0.231460378,0.307123961,0.511855865,0.273269149,-0.270817963,0.489887023,0.19459327,0.001920372,0.195773788,-0.844280428,-0.027952272,1.049034564,-0.70724812,0.763515907,0.511462103,-0.827615178,-0.759086812,0.480881709,-0.82925963,1.109836788,0.212143122,-0.704884857,-1.156678555,0.182068345,-0.65193902,1.111712645,0.185297676,0.308421745,-1.156092119,0.151295207,0.401543797,1.016022221,0.466301972,0.228891743,-1.026592639,0.379677935,0.229681707,-0.019002368,0.478932382,0.862988108,-0.028002985,1.475480644,0.785088557,0.80280474,0.965875631,0.883484945,-0.826621444,0.943226355,0.841611496
D117,F,35,D,Late rGH,0.026012474,-1.116911168,-0.419326198,0.013228895,-1.00260579,-0.428777344,0.00123632,-0.890404745,-0.484945754,0.66994587,-0.524374711,-0.505878358,-0.558972565,-0.541230074,-0.460993214,0.903143969,-0.405761519,-1.146102897,-0.89606989,-0.468946597,-1.122399021,1.399114534,-0.654245113,-0.785534712,-1.35860786,-0.741260995,-0.741253955,1.088159561,-0.38182816,0.113522925,-1.098818043,-0.386014806,0.07016892,0.691498836,-0.230067417,1.319606251,-0.722474453,-0.250058838,1.34889011,1.213041285,-0.461829306,1.068723375,-1.234344282,-0.479235725,0.985547066,0.014541921,-0.556927153,1.191057209,0.276550709,0.364153462,-0.198027422,-0.285616283,0.31333271,-0.309923038,0.346466447,0.505757044,0.272733927,-0.257986616,0.445510312,0.211745685,-0.006080902,0.159663321,-0.852655875,-0.038377132,1.032715206,-0.77884463,0.781558202,0.450278972,-0.853548241,-0.793442398,0.438321399,-0.808165952,1.045015704,0.227245159,-0.748470832,-1.038804364,0.185912478,-0.70464644,1.065989436,0.232446816,0.321239884,-1.101506922,0.180174745,0.444797634,0.946653847,0.43488795,0.258161573,-1.007532713,0.374887867,0.275193821,-0.012206323,0.453853755,0.895062476,-0.056370665,1.475436595,0.783000131,0.788930721,0.916848413,0.907630176,-0.80387732,0.900275913,0.882412721
D117,F,45,D,Late rGH,0.046457099,-1.474122769,-0.452550267,0.027044425,-1.115670201,-0.534495425,0.032670546,-0.971068139,-0.608462038,0.650577776,-0.572515166,-0.593247636,-0.636214389,-0.598781134,-0.563082661,-0.841207024,-0.55740835,-1.403140069,0.854371211,-0.52400564,-1.353124371,1.634141162,-0.808608665,-0.950874409,-1.534735947,-0.931406285,-1.114716834,1.201858803,-0.41762218,0.042639137,-1.188537428,-0.488751448,0.071965033,0.724853339,-0.243340517,1.626034977,-0.749536325,-0.236450308,1.536782396,1.417842977,-0.556648267,1.248771676,-1.435858189,-0.576423329,1.293044269,0.024348183,-0.480119738,1.399029204,0.309183468,0.402615037,-0.251617862,-0.314499148,0.384548201,-0.305710063,0.361803933,0.536618989,0.356359321,-0.279485456,0.484202724,0.302533742,-0.027571124,0.175943678,-1.109154737,-0.04651138,1.202678092,-0.951368557,-0.725380837,0.502475668,-0.992755593,0.765722917,0.504332285,-1.051171528,1.174316724,0.222224372,-0.92016677,-1.209763354,0.225356734,-0.847482211,1.147415803,0.228788609,0.456030405,-1.248861741,0.217757534,0.599280429,1.021686759,0.544995771,0.367424607,-1.100928314,0.482684743,0.359821802,0.008211579,0.568602166,1.130048274,-0.053577334,1.728727645,0.966583525,0.920966871,1.086821839,1.126412063,-0.930805585,1.053568047,1.120360172
